id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
12111,2013,1,14,1945.0,1945,0.0,2223.0,2241,-18.0,9E,3314,N937XJ,JFK,JAX,125.0,828,19,45,2013-01-14 19:00:00,Endeavor Air Inc.
12245,2013,1,15,610.0,615,-5.0,818.0,820,-2.0,US,1791,N703UW,JFK,CLT,104.0,541,6,15,2013-01-15 06:00:00,US Airways Inc.
12255,2013,1,15,624.0,630,-6.0,1057.0,1140,-43.0,AA,413,N3DXAA,JFK,SJU,189.0,1598,6,30,2013-01-15 06:00:00,American Airlines Inc.
12719,2013,1,15,1507.0,1459,8.0,1611.0,1625,-14.0,B6,12,N239JB,JFK,SYR,49.0,209,14,59,2013-01-15 14:00:00,JetBlue Airways
12821,2013,1,15,1647.0,1650,-3.0,1927.0,1936,-9.0,UA,372,N482UA,EWR,LAS,307.0,2227,16,50,2013-01-15 16:00:00,United Air Lines Inc.
13864,2013,1,16,2008.0,2005,3.0,2254.0,2258,-4.0,UA,405,N411UA,EWR,MCO,141.0,937,20,5,2013-01-16 20:00:00,United Air Lines Inc.
14122,2013,1,17,741.0,745,-4.0,925.0,922,3.0,UA,560,N404UA,EWR,ORD,131.0,719,7,45,2013-01-17 07:00:00,United Air Lines Inc.
14256,2013,1,17,927.0,929,-2.0,1215.0,1206,9.0,EV,4140,N13908,EWR,ATL,138.0,746,9,29,2013-01-17 09:00:00,ExpressJet Airlines Inc.
14525,2013,1,17,1502.0,1504,-2.0,1655.0,1640,15.0,EV,4125,N14904,EWR,RDU,88.0,416,15,4,2013-01-17 15:00:00,ExpressJet Airlines Inc.
14541,2013,1,17,1522.0,1530,-8.0,1721.0,1725,-4.0,MQ,4146,N607MQ,JFK,CMH,84.0,483,15,30,2013-01-17 15:00:00,Envoy Air
14568,2013,1,17,1554.0,1555,-1.0,1928.0,1907,21.0,DL,1695,N351NW,LGA,TPA,170.0,1010,15,55,2013-01-17 15:00:00,Delta Air Lines Inc.
14696,2013,1,17,1749.0,1750,-1.0,1859.0,1908,-9.0,B6,1307,N216JB,JFK,IAD,53.0,228,17,50,2013-01-17 17:00:00,JetBlue Airways
14892,2013,1,17,2128.0,2135,-7.0,40.0,36,4.0,B6,11,N537JB,JFK,FLL,167.0,1069,21,35,2013-01-17 21:00:00,JetBlue Airways
15578,2013,1,18,1703.0,1708,-5.0,1949.0,2024,-35.0,UA,250,N820UA,EWR,LAX,322.0,2454,17,8,2013-01-18 17:00:00,United Air Lines Inc.
15602,2013,1,18,1726.0,1725,1.0,2018.0,2023,-5.0,UA,1134,N29129,EWR,IAH,204.0,1400,17,25,2013-01-18 17:00:00,United Air Lines Inc.
15866,2013,1,19,558.0,600,-2.0,846.0,858,-12.0,UA,1627,N37408,EWR,PBI,147.0,1023,6,0,2013-01-19 06:00:00,United Air Lines Inc.
15895,2013,1,19,626.0,629,-3.0,924.0,932,-8.0,UA,403,N511UA,EWR,MIA,161.0,1085,6,29,2013-01-19 06:00:00,United Air Lines Inc.
15909,2013,1,19,651.0,700,-9.0,942.0,952,-10.0,DL,2285,N342NB,LGA,MCO,140.0,950,7,0,2013-01-19 07:00:00,Delta Air Lines Inc.
16312,2013,1,19,1600.0,1548,12.0,1822.0,1829,-7.0,DL,95,N712TW,JFK,ATL,115.0,760,15,48,2013-01-19 15:00:00,Delta Air Lines Inc.
16501,2013,1,19,2044.0,2055,-11.0,2225.0,2250,-25.0,MQ,4573,N719MQ,LGA,DTW,88.0,502,20,55,2013-01-19 20:00:00,Envoy Air
16652,2013,1,20,832.0,840,-8.0,955.0,1010,-15.0,EV,4529,N11565,EWR,PIT,64.0,319,8,40,2013-01-20 08:00:00,ExpressJet Airlines Inc.
16751,2013,1,20,1051.0,1100,-9.0,1214.0,1215,-1.0,MQ,3792,N517MQ,JFK,DCA,50.0,213,11,0,2013-01-20 11:00:00,Envoy Air
16813,2013,1,20,1213.0,1220,-7.0,1336.0,1350,-14.0,MQ,3697,N516MQ,EWR,ORD,126.0,719,12,20,2013-01-20 12:00:00,Envoy Air
16917,2013,1,20,1444.0,1452,-8.0,1644.0,1655,-11.0,DL,1231,N931DL,LGA,DTW,96.0,502,14,52,2013-01-20 14:00:00,Delta Air Lines Inc.
17613,2013,1,21,1041.0,1050,-9.0,1341.0,1405,-24.0,B6,373,N535JB,LGA,FLL,163.0,1076,10,50,2013-01-21 10:00:00,JetBlue Airways
17907,2013,1,21,1628.0,1635,-7.0,1732.0,1750,-18.0,B6,1176,N351JB,EWR,BOS,40.0,200,16,35,2013-01-21 16:00:00,JetBlue Airways
17915,2013,1,21,1633.0,1635,-2.0,1838.0,1841,-3.0,B6,1085,N334JB,JFK,CLT,102.0,541,16,35,2013-01-21 16:00:00,JetBlue Airways
18087,2013,1,21,1908.0,1905,3.0,2156.0,2225,-29.0,AA,21,N323AA,JFK,LAX,329.0,2475,19,5,2013-01-21 19:00:00,American Airlines Inc.
18144,2013,1,21,2025.0,2015,10.0,2340.0,2130,-4.0,AA,1762,N3JDAA,JFK,BOS,135.0,187,20,15,2013-01-21 20:00:00,American Airlines Inc.
18287,2013,1,22,631.0,634,-3.0,852.0,849,3.0,EV,4471,N11194,EWR,CLT,114.0,529,6,34,2013-01-22 06:00:00,ExpressJet Airlines Inc.
18788,2013,1,22,1605.0,1545,20.0,1924.0,1850,34.0,DL,2377,N364NW,LGA,MCO,159.0,950,15,45,2013-01-22 15:00:00,Delta Air Lines Inc.
19153,2013,1,23,623.0,630,-7.0,812.0,830,-18.0,MQ,4576,N1EAMQ,LGA,CLT,91.0,544,6,30,2013-01-23 06:00:00,Envoy Air
19428,2013,1,23,1104.0,1042,22.0,1231.0,1206,25.0,EV,4694,N10156,EWR,MKE,130.0,725,10,42,2013-01-23 10:00:00,ExpressJet Airlines Inc.
20147,2013,1,24,757.0,800,-3.0,1039.0,1124,-45.0,DL,2143,N344NW,JFK,MIA,142.0,1089,8,0,2013-01-24 08:00:00,Delta Air Lines Inc.
20172,2013,1,24,817.0,820,-3.0,953.0,958,-5.0,9E,3317,N912XJ,JFK,BUF,65.0,301,8,20,2013-01-24 08:00:00,Endeavor Air Inc.
21006,2013,1,25,652.0,659,-7.0,926.0,938,-12.0,DL,1547,N658DL,LGA,ATL,126.0,762,6,59,2013-01-25 06:00:00,Delta Air Lines Inc.
21100,2013,1,25,811.0,810,1.0,907.0,925,-18.0,AA,1838,N3CFAA,JFK,BOS,35.0,187,8,10,2013-01-25 08:00:00,American Airlines Inc.
21719,2013,1,25,2012.0,2015,-3.0,2238.0,2210,28.0,MQ,4555,N723MQ,LGA,CMH,84.0,479,20,15,2013-01-25 20:00:00,Envoy Air
21876,2013,1,26,601.0,610,-9.0,805.0,817,-12.0,DL,1919,N343NW,LGA,MSP,162.0,1020,6,10,2013-01-26 06:00:00,Delta Air Lines Inc.
22395,2013,1,26,1727.0,1725,2.0,1957.0,2023,-26.0,UA,1481,N13113,EWR,IAH,188.0,1400,17,25,2013-01-26 17:00:00,United Air Lines Inc.
22743,2013,1,27,1005.0,1006,-1.0,1226.0,1219,7.0,EV,4175,N19966,EWR,IND,112.0,645,10,6,2013-01-27 10:00:00,ExpressJet Airlines Inc.
23102,2013,1,27,1717.0,1725,-8.0,1845.0,1855,-10.0,MQ,4255,N655MQ,JFK,BNA,130.0,765,17,25,2013-01-27 17:00:00,Envoy Air
23233,2013,1,27,1929.0,1930,-1.0,2223.0,2247,-24.0,DL,1854,N344NB,LGA,FLL,147.0,1076,19,30,2013-01-27 19:00:00,Delta Air Lines Inc.
23492,2013,1,28,748.0,740,8.0,1033.0,1045,-12.0,UA,1179,N33262,EWR,TPA,146.0,997,7,40,2013-01-28 07:00:00,United Air Lines Inc.
23497,2013,1,28,753.0,800,-7.0,853.0,908,-15.0,US,2118,N944UW,LGA,BOS,41.0,184,8,0,2013-01-28 08:00:00,US Airways Inc.
23688,2013,1,28,1125.0,1125,0.0,1301.0,1305,-4.0,AA,327,N3ARAA,LGA,ORD,122.0,733,11,25,2013-01-28 11:00:00,American Airlines Inc.
23818,2013,1,28,1435.0,1435,0.0,1718.0,1742,-24.0,DL,1902,N302NB,LGA,PBI,148.0,1035,14,35,2013-01-28 14:00:00,Delta Air Lines Inc.
24040,2013,1,28,1818.0,1815,3.0,1921.0,1939,-18.0,UA,1703,N26208,EWR,BOS,44.0,200,18,15,2013-01-28 18:00:00,United Air Lines Inc.
24826,2013,1,29,1543.0,1525,18.0,1651.0,1655,-4.0,MQ,3823,N505MQ,JFK,DCA,50.0,213,15,25,2013-01-29 15:00:00,Envoy Air
706,2013,1,1,1912.0,1915,-3.0,2200.0,2219,-19.0,DL,1485,N917DL,LGA,MCO,142.0,950,19,15,2013-01-01 19:00:00,Delta Air Lines Inc.
1070,2013,1,2,904.0,910,-6.0,1026.0,1027,-1.0,B6,56,N178JB,JFK,BTV,51.0,266,9,10,2013-01-02 09:00:00,JetBlue Airways
1255,2013,1,2,1257.0,1300,-3.0,1529.0,1527,2.0,DL,673,N301DQ,EWR,ATL,126.0,746,13,0,2013-01-02 13:00:00,Delta Air Lines Inc.
1275,2013,1,2,1328.0,1330,-2.0,1621.0,1641,-20.0,B6,355,N637JB,JFK,BUR,339.0,2465,13,30,2013-01-02 13:00:00,JetBlue Airways
1982,2013,1,3,851.0,855,-4.0,1049.0,1101,-12.0,DL,667,N301NB,EWR,DTW,94.0,488,8,55,2013-01-03 08:00:00,Delta Air Lines Inc.
2046,2013,1,3,954.0,959,-5.0,1130.0,1129,1.0,MQ,4670,N525MQ,LGA,BNA,132.0,764,9,59,2013-01-03 09:00:00,Envoy Air
2301,2013,1,3,1519.0,1527,-8.0,1710.0,1700,10.0,EV,3835,N14125,EWR,BNA,135.0,748,15,27,2013-01-03 15:00:00,ExpressJet Airlines Inc.
2581,2013,1,3,1954.0,1945,9.0,2234.0,2241,-7.0,9E,3314,N917XJ,JFK,JAX,135.0,828,19,45,2013-01-03 19:00:00,Endeavor Air Inc.
2815,2013,1,4,728.0,730,-2.0,1024.0,1100,-36.0,AA,33,N323AA,JFK,LAX,327.0,2475,7,30,2013-01-04 07:00:00,American Airlines Inc.
2970,2013,1,4,957.0,959,-2.0,1254.0,1329,-35.0,US,196,N535UW,JFK,PHX,272.0,2153,9,59,2013-01-04 09:00:00,US Airways Inc.
3250,2013,1,4,1547.0,1548,-1.0,1836.0,1925,-49.0,DL,1773,N3743H,JFK,SLC,269.0,1990,15,48,2013-01-04 15:00:00,Delta Air Lines Inc.
3284,2013,1,4,1616.0,1610,6.0,1853.0,1900,-7.0,DL,1331,N394DA,JFK,DEN,220.0,1626,16,10,2013-01-04 16:00:00,Delta Air Lines Inc.
3661,2013,1,5,638.0,644,-6.0,750.0,759,-9.0,EV,4248,N16561,EWR,DCA,44.0,199,6,44,2013-01-05 06:00:00,ExpressJet Airlines Inc.
3879,2013,1,5,1133.0,1123,10.0,1436.0,1425,11.0,B6,1,N653JB,JFK,FLL,168.0,1069,11,23,2013-01-05 11:00:00,JetBlue Airways
3953,2013,1,5,1323.0,1325,-2.0,1358.0,1421,-23.0,EV,4368,N14542,EWR,BDL,23.0,116,13,25,2013-01-05 13:00:00,ExpressJet Airlines Inc.
3955,2013,1,5,1323.0,1315,8.0,1613.0,1605,8.0,B6,393,N624JB,LGA,MCO,141.0,950,13,15,2013-01-05 13:00:00,JetBlue Airways
4040,2013,1,5,1522.0,1525,-3.0,1642.0,1655,-13.0,MQ,3823,N517MQ,JFK,DCA,49.0,213,15,25,2013-01-05 15:00:00,Envoy Air
4065,2013,1,5,1550.0,1540,10.0,1713.0,1714,-1.0,9E,4178,N8747B,JFK,ROC,55.0,264,15,40,2013-01-05 15:00:00,Endeavor Air Inc.
4540,2013,1,6,1002.0,1000,2.0,1118.0,1125,-7.0,EV,5736,N909EV,LGA,IAD,51.0,229,10,0,2013-01-06 10:00:00,ExpressJet Airlines Inc.
4547,2013,1,6,1012.0,1015,-3.0,1321.0,1331,-10.0,UA,680,N432UA,LGA,IAH,225.0,1416,10,15,2013-01-06 10:00:00,United Air Lines Inc.
4585,2013,1,6,1115.0,1100,15.0,1224.0,1216,8.0,US,2171,N959UW,LGA,DCA,46.0,214,11,0,2013-01-06 11:00:00,US Airways Inc.
5034,2013,1,6,1914.0,1915,-1.0,2202.0,2137,25.0,EV,4085,N14203,EWR,OMA,163.0,1134,19,15,2013-01-06 19:00:00,ExpressJet Airlines Inc.
5266,2013,1,7,708.0,710,-2.0,1156.0,1203,-7.0,B6,715,N658JB,JFK,SJU,203.0,1598,7,10,2013-01-07 07:00:00,JetBlue Airways
5529,2013,1,7,1150.0,1200,-10.0,1341.0,1330,11.0,MQ,4601,N523MQ,LGA,BNA,111.0,764,12,0,2013-01-07 12:00:00,Envoy Air
6007,2013,1,7,1954.0,2005,-11.0,2220.0,2230,-10.0,9E,4033,N839AY,LGA,TYS,93.0,647,20,5,2013-01-07 20:00:00,Endeavor Air Inc.
6095,2013,1,7,2359.0,2359,0.0,506.0,437,29.0,B6,727,N805JB,JFK,BQN,196.0,1576,23,59,2013-01-07 23:00:00,JetBlue Airways
6437,2013,1,8,1131.0,1125,6.0,1607.0,1620,-13.0,DL,315,N3755D,JFK,SJU,193.0,1598,11,25,2013-01-08 11:00:00,Delta Air Lines Inc.
6605,2013,1,8,1502.0,1509,-7.0,1741.0,1741,0.0,EV,3817,N16559,EWR,JAX,132.0,820,15,9,2013-01-08 15:00:00,ExpressJet Airlines Inc.
6678,2013,1,8,1603.0,1610,-7.0,1753.0,1756,-3.0,EV,5486,N600QX,LGA,PIT,62.0,335,16,10,2013-01-08 16:00:00,ExpressJet Airlines Inc.
6853,2013,1,8,1853.0,1900,-7.0,1957.0,2018,-21.0,EV,5714,N834AS,JFK,IAD,46.0,228,19,0,2013-01-08 19:00:00,ExpressJet Airlines Inc.
7079,2013,1,9,653.0,655,-2.0,1031.0,1029,2.0,DL,1415,N658DL,JFK,SLC,296.0,1990,6,55,2013-01-09 06:00:00,Delta Air Lines Inc.
7237,2013,1,9,914.0,915,-1.0,1203.0,1225,-22.0,B6,25,N510JB,JFK,FLL,151.0,1069,9,15,2013-01-09 09:00:00,JetBlue Airways
7407,2013,1,9,1301.0,1300,1.0,1651.0,1610,41.0,WN,2239,N748SW,EWR,HOU,264.0,1411,13,0,2013-01-09 13:00:00,Southwest Airlines Co.
7929,2013,1,10,600.0,608,-8.0,734.0,755,-21.0,UA,963,N830UA,EWR,CLE,71.0,404,6,8,2013-01-10 06:00:00,United Air Lines Inc.
8373,2013,1,10,1408.0,1420,-12.0,1512.0,1550,-38.0,MQ,3728,N8EGMQ,EWR,ORD,109.0,719,14,20,2013-01-10 14:00:00,Envoy Air
8847,2013,1,11,555.0,600,-5.0,753.0,801,-8.0,EV,4911,N723EV,EWR,DTW,90.0,488,6,0,2013-01-11 06:00:00,ExpressJet Airlines Inc.
8870,2013,1,11,607.0,610,-3.0,854.0,902,-8.0,B6,145,N641JB,JFK,PBI,140.0,1028,6,10,2013-01-11 06:00:00,JetBlue Airways
8981,2013,1,11,756.0,803,-7.0,1011.0,1025,-14.0,EV,4393,N27152,EWR,OMA,175.0,1134,8,3,2013-01-11 08:00:00,ExpressJet Airlines Inc.
9017,2013,1,11,823.0,830,-7.0,1006.0,1015,-9.0,AA,313,N594AA,LGA,ORD,119.0,733,8,30,2013-01-11 08:00:00,American Airlines Inc.
9147,2013,1,11,1037.0,1042,-5.0,1153.0,1206,-13.0,EV,4694,N14543,EWR,MKE,113.0,725,10,42,2013-01-11 10:00:00,ExpressJet Airlines Inc.
9208,2013,1,11,1155.0,1200,-5.0,1431.0,1459,-28.0,UA,1461,N23708,EWR,IAH,195.0,1400,12,0,2013-01-11 12:00:00,United Air Lines Inc.
9587,2013,1,11,1835.0,1835,0.0,2143.0,2212,-29.0,DL,1643,N3757D,JFK,SEA,325.0,2422,18,35,2013-01-11 18:00:00,Delta Air Lines Inc.
9770,2013,1,12,554.0,600,-6.0,818.0,837,-19.0,DL,461,N687DL,LGA,ATL,106.0,762,6,0,2013-01-12 06:00:00,Delta Air Lines Inc.
9887,2013,1,12,810.0,810,0.0,923.0,925,-2.0,AA,1838,N3CJAA,JFK,BOS,44.0,187,8,10,2013-01-12 08:00:00,American Airlines Inc.
10028,2013,1,12,1128.0,1130,-2.0,1320.0,1334,-14.0,US,1625,N192UW,LGA,CLT,80.0,544,11,30,2013-01-12 11:00:00,US Airways Inc.
10087,2013,1,12,1258.0,1303,-5.0,1411.0,1424,-13.0,B6,32,N239JB,JFK,ROC,52.0,264,13,3,2013-01-12 13:00:00,JetBlue Airways
10149,2013,1,12,1442.0,1445,-3.0,1721.0,1745,-24.0,B6,153,N570JB,JFK,MCO,128.0,944,14,45,2013-01-12 14:00:00,JetBlue Airways
10171,2013,1,12,1508.0,1513,-5.0,1718.0,1745,-27.0,EV,4133,N36915,EWR,JAX,116.0,820,15,13,2013-01-12 15:00:00,ExpressJet Airlines Inc.
10659,2013,1,13,957.0,959,-2.0,1122.0,1129,-7.0,MQ,4670,N528MQ,LGA,BNA,130.0,764,9,59,2013-01-13 09:00:00,Envoy Air
11170,2013,1,13,2014.0,2020,-6.0,2259.0,2245,14.0,MQ,4662,N535MQ,LGA,ATL,112.0,762,20,20,2013-01-13 20:00:00,Envoy Air
11296,2013,1,14,555.0,600,-5.0,908.0,912,-4.0,B6,135,N565JB,JFK,RSW,170.0,1074,6,0,2013-01-14 06:00:00,JetBlue Airways
11491,2013,1,14,855.0,900,-5.0,1126.0,1135,-9.0,DL,485,N307DQ,EWR,ATL,119.0,746,9,0,2013-01-14 09:00:00,Delta Air Lines Inc.
11520,2013,1,14,915.0,915,0.0,1113.0,1101,12.0,B6,1103,N316JB,JFK,RDU,75.0,427,9,15,2013-01-14 09:00:00,JetBlue Airways
11749,2013,1,14,1403.0,1410,-7.0,1546.0,1555,-9.0,MQ,4491,N846MQ,LGA,CLE,75.0,419,14,10,2013-01-14 14:00:00,Envoy Air
12070,2013,1,14,1859.0,1905,-6.0,2054.0,2040,14.0,WN,981,N753SW,LGA,MKE,143.0,738,19,5,2013-01-14 19:00:00,Southwest Airlines Co.
12365,2013,1,15,811.0,800,11.0,1115.0,1122,-7.0,DL,1271,N937DL,JFK,FLL,154.0,1069,8,0,2013-01-15 08:00:00,Delta Air Lines Inc.
12383,2013,1,15,824.0,810,14.0,1053.0,1042,11.0,DL,269,N343NB,JFK,ATL,125.0,760,8,10,2013-01-15 08:00:00,Delta Air Lines Inc.
12612,2013,1,15,1304.0,1315,-11.0,1515.0,1520,-5.0,MQ,4564,N711MQ,LGA,DTW,97.0,502,13,15,2013-01-15 13:00:00,Envoy Air
14030,2013,1,17,605.0,610,-5.0,821.0,817,4.0,DL,1919,N338NW,LGA,MSP,178.0,1020,6,10,2013-01-17 06:00:00,Delta Air Lines Inc.
14295,2013,1,17,1014.0,1015,-1.0,1339.0,1340,-1.0,US,75,N655AW,EWR,PHX,305.0,2133,10,15,2013-01-17 10:00:00,US Airways Inc.
15141,2013,1,18,854.0,900,-6.0,1115.0,1135,-20.0,DL,485,N308DE,EWR,ATL,111.0,746,9,0,2013-01-18 09:00:00,Delta Air Lines Inc.
15172,2013,1,18,919.0,921,-2.0,1014.0,1029,-15.0,B6,1004,N587JB,JFK,BOS,36.0,187,9,21,2013-01-18 09:00:00,JetBlue Airways
15208,2013,1,18,957.0,1000,-3.0,1238.0,1239,-1.0,DL,1847,N616DL,LGA,ATL,116.0,762,10,0,2013-01-18 10:00:00,Delta Air Lines Inc.
15284,2013,1,18,1145.0,1145,0.0,1447.0,1454,-7.0,DL,1875,N949DL,LGA,TPA,154.0,1010,11,45,2013-01-18 11:00:00,Delta Air Lines Inc.
15665,2013,1,18,1827.0,1819,8.0,1952.0,1932,20.0,EV,4520,N11194,EWR,PWM,49.0,284,18,19,2013-01-18 18:00:00,ExpressJet Airlines Inc.
16225,2013,1,19,1427.0,1432,-5.0,1547.0,1612,-25.0,UA,1285,N13750,EWR,CLE,66.0,404,14,32,2013-01-19 14:00:00,United Air Lines Inc.
16413,2013,1,19,1759.0,1755,4.0,2057.0,2115,-18.0,UA,535,N505UA,JFK,LAX,336.0,2475,17,55,2013-01-19 17:00:00,United Air Lines Inc.
16570,2013,1,20,654.0,700,-6.0,1013.0,1015,-2.0,AA,2279,N3GFAA,LGA,MIA,160.0,1096,7,0,2013-01-20 07:00:00,American Airlines Inc.
16734,2013,1,20,1019.0,1030,-11.0,1146.0,1215,-29.0,MQ,4471,N722MQ,LGA,RDU,69.0,431,10,30,2013-01-20 10:00:00,Envoy Air
16985,2013,1,20,1550.0,1536,14.0,1752.0,1731,21.0,UA,1710,N29717,LGA,CLE,75.0,419,15,36,2013-01-20 15:00:00,United Air Lines Inc.
17209,2013,1,20,1934.0,1935,-1.0,2156.0,2145,11.0,9E,3899,N8855A,JFK,CLE,88.0,425,19,35,2013-01-20 19:00:00,Endeavor Air Inc.
17243,2013,1,20,2023.0,2029,-6.0,2125.0,2140,-15.0,9E,3609,N8930E,JFK,PHL,29.0,94,20,29,2013-01-20 20:00:00,Endeavor Air Inc.
17623,2013,1,21,1054.0,1100,-6.0,1358.0,1420,-22.0,DL,1275,N3749D,JFK,SLC,282.0,1990,11,0,2013-01-21 11:00:00,Delta Air Lines Inc.
17704,2013,1,21,1253.0,1259,-6.0,1429.0,1402,27.0,EV,4129,N11539,EWR,DCA,53.0,199,12,59,2013-01-21 12:00:00,ExpressJet Airlines Inc.
17773,2013,1,21,1423.0,1410,13.0,1609.0,1555,14.0,MQ,4491,N739MQ,LGA,CLE,84.0,419,14,10,2013-01-21 14:00:00,Envoy Air
17842,2013,1,21,1530.0,1530,0.0,1833.0,1855,-22.0,AA,1039,N3AWAA,JFK,FLL,166.0,1069,15,30,2013-01-21 15:00:00,American Airlines Inc.
17945,2013,1,21,1656.0,1700,-4.0,1805.0,1840,-35.0,MQ,4323,N609MQ,JFK,ORF,57.0,290,17,0,2013-01-21 17:00:00,Envoy Air
17966,2013,1,21,1712.0,1655,17.0,2007.0,2015,-8.0,B6,359,N605JB,JFK,BUR,339.0,2465,16,55,2013-01-21 16:00:00,JetBlue Airways
18352,2013,1,22,747.0,753,-6.0,943.0,1007,-24.0,DL,2119,N366NW,LGA,MSP,158.0,1020,7,53,2013-01-22 07:00:00,Delta Air Lines Inc.
18497,2013,1,22,957.0,959,-2.0,1237.0,1248,-11.0,B6,197,N625JB,JFK,LAS,314.0,2248,9,59,2013-01-22 09:00:00,JetBlue Airways
18498,2013,1,22,957.0,959,-2.0,1338.0,1333,5.0,US,450,N665AW,JFK,PHX,306.0,2153,9,59,2013-01-22 09:00:00,US Airways Inc.
19384,2013,1,23,1000.0,1005,-5.0,1305.0,1303,2.0,DL,1529,N3761R,JFK,LAS,321.0,2248,10,5,2013-01-23 10:00:00,Delta Air Lines Inc.
19412,2013,1,23,1043.0,1039,4.0,1324.0,1330,-6.0,B6,31,N556JB,JFK,MCO,144.0,944,10,39,2013-01-23 10:00:00,JetBlue Airways
19424,2013,1,23,1058.0,1100,-2.0,1210.0,1214,-4.0,US,2171,N744P,LGA,DCA,47.0,214,11,0,2013-01-23 11:00:00,US Airways Inc.
19519,2013,1,23,1305.0,1310,-5.0,1400.0,1419,-19.0,UA,717,N848UA,EWR,BOS,38.0,200,13,10,2013-01-23 13:00:00,United Air Lines Inc.
20595,2013,1,24,1620.0,1610,10.0,1759.0,1800,-1.0,AA,341,N599AA,LGA,ORD,125.0,733,16,10,2013-01-24 16:00:00,American Airlines Inc.
20605,2013,1,24,1628.0,1635,-7.0,1859.0,1945,-46.0,WN,891,N425LV,EWR,HOU,197.0,1411,16,35,2013-01-24 16:00:00,Southwest Airlines Co.
20884,2013,1,24,2126.0,2125,1.0,2238.0,2234,4.0,UA,1066,N33284,EWR,BOS,44.0,200,21,25,2013-01-24 21:00:00,United Air Lines Inc.
21103,2013,1,25,812.0,815,-3.0,1005.0,1015,-10.0,US,675,N657AW,EWR,CLT,84.0,529,8,15,2013-01-25 08:00:00,US Airways Inc.
22560,2013,1,27,621.0,630,-9.0,755.0,831,-36.0,US,1485,N539UW,EWR,CLT,79.0,529,6,30,2013-01-27 06:00:00,US Airways Inc.
22754,2013,1,27,1023.0,1030,-7.0,1158.0,1215,-17.0,MQ,4471,N719MQ,LGA,RDU,67.0,431,10,30,2013-01-27 10:00:00,Envoy Air
23206,2013,1,27,1859.0,1905,-6.0,2031.0,2040,-9.0,WN,981,N434WN,LGA,MKE,122.0,738,19,5,2013-01-27 19:00:00,Southwest Airlines Co.
23408,2013,1,28,627.0,631,-4.0,741.0,741,0.0,B6,1002,N646JB,JFK,BOS,41.0,187,6,31,2013-01-28 06:00:00,JetBlue Airways
23432,2013,1,28,651.0,700,-9.0,744.0,807,-23.0,US,2116,N946UW,LGA,BOS,38.0,184,7,0,2013-01-28 07:00:00,US Airways Inc.
60,2013,1,1,656.0,700,-4.0,948.0,1011,-23.0,UA,1115,N24212,EWR,TPA,156.0,997,7,0,2013-01-01 07:00:00,United Air Lines Inc.
172,2013,1,1,904.0,906,-2.0,1207.0,1226,-19.0,UA,1401,N77525,EWR,MIA,158.0,1085,9,6,2013-01-01 09:00:00,United Air Lines Inc.
584,2013,1,1,1708.0,1700,8.0,2037.0,2005,32.0,WN,1066,N778SW,EWR,HOU,245.0,1411,17,0,2013-01-01 17:00:00,Southwest Airlines Co.
1445,2013,1,2,1612.0,1615,-3.0,1835.0,1819,16.0,9E,3392,N934XJ,JFK,RDU,83.0,427,16,15,2013-01-02 16:00:00,Endeavor Air Inc.
1694,2013,1,2,2025.0,2015,10.0,2216.0,2210,6.0,MQ,4555,N737MQ,LGA,CMH,83.0,479,20,15,2013-01-02 20:00:00,Envoy Air
2055,2013,1,3,959.0,1000,-1.0,1320.0,1310,10.0,UA,789,N466UA,EWR,FLL,178.0,1065,10,0,2013-01-03 10:00:00,United Air Lines Inc.
2099,2013,1,3,1108.0,1115,-7.0,1307.0,1310,-3.0,MQ,4485,N722MQ,LGA,CMH,94.0,479,11,15,2013-01-03 11:00:00,Envoy Air
2128,2013,1,3,1152.0,1200,-8.0,1248.0,1306,-18.0,B6,1174,N351JB,EWR,BOS,36.0,200,12,0,2013-01-03 12:00:00,JetBlue Airways
2158,2013,1,3,1235.0,1240,-5.0,1550.0,1555,-5.0,AA,2041,N630AA,JFK,MIA,164.0,1089,12,40,2013-01-03 12:00:00,American Airlines Inc.
2181,2013,1,3,1300.0,1300,0.0,1617.0,1610,7.0,WN,2596,N922WN,EWR,HOU,238.0,1411,13,0,2013-01-03 13:00:00,Southwest Airlines Co.
2296,2013,1,3,1512.0,1505,7.0,1623.0,1637,-14.0,9E,3393,N913XJ,JFK,DCA,49.0,213,15,5,2013-01-03 15:00:00,Endeavor Air Inc.
2692,2013,1,3,1341.8229492227138,835,-2.0,1520.1147660818713,1150,-4.0,AA,717,N3GXAA,LGA,DFW,135.0,1389,8,35,2013-01-03 08:00:00,American Airlines Inc.
3124,2013,1,4,1328.0,1330,-2.0,1606.0,1641,-35.0,B6,355,N789JB,JFK,BUR,319.0,2465,13,30,2013-01-04 13:00:00,JetBlue Airways
3181,2013,1,4,1447.0,1452,-5.0,1635.0,1655,-20.0,DL,1231,N967DL,LGA,DTW,89.0,502,14,52,2013-01-04 14:00:00,Delta Air Lines Inc.
3475,2013,1,4,1916.0,1915,1.0,2358.0,7,-9.0,UA,1168,N17229,EWR,SJU,199.0,1608,19,15,2013-01-04 19:00:00,United Air Lines Inc.
